note_minus_2,note_minus_1,current_note,avg_interval,label
37,49,34,-1.5,0
49,34,49,0.0,0
34,49,42,4.0,0
49,42,49,0.0,0
42,49,37,-2.5,0
49,37,49,0.0,0
37,49,49,6.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,32,-8.5,0
49,32,32,-8.5,0
32,32,34,1.0,0
32,34,35,1.5,0
34,35,32,-1.0,0
35,32,30,-2.5,0
32,30,30,-1.0,0
30,30,32,1.0,0
30,32,34,2.0,0
32,34,30,-1.0,0
34,30,29,-2.5,0
30,29,30,0.0,0
29,30,32,1.5,0
30,32,34,2.0,0
32,34,35,1.5,0
34,35,37,1.5,0
35,37,39,2.0,0
37,39,41,2.0,0
39,41,42,1.5,0
41,42,41,0.0,0
42,41,42,0.0,0
41,42,44,1.5,0
42,44,46,2.0,0
44,46,44,0.0,0
46,44,46,0.0,0
44,46,42,-1.0,0
46,42,51,2.5,0
42,51,49,3.5,0
51,49,54,1.5,0
49,54,53,2.0,0
54,53,54,0.0,0
53,54,53,0.0,0
54,53,49,-2.5,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,49,0.0,0
49,49,39,-5.0,0
49,39,49,0.0,0
39,49,35,-2.0,0
49,35,49,0.0,0
35,49,34,-0.5,0
49,34,49,0.0,0
34,49,35,0.5,0
49,35,49,0.0,0
35,49,39,2.0,0
49,39,49,0.0,0
39,49,35,-2.0,0
49,35,49,0.0,0
35,49,42,3.5,0
49,42,49,0.0,0
42,49,39,-1.5,0
49,39,49,0.0,0
39,49,37,-1.0,0
49,37,49,0.0,0
37,49,34,-1.5,0
49,34,49,0.0,0
34,49,33,-0.5,0
49,33,49,0.0,0
33,49,34,0.5,0
49,34,49,0.0,0
34,49,37,1.5,0
49,37,49,0.0,0
37,49,34,-1.5,0
49,34,49,0.0,0
34,49,42,4.0,0
49,42,49,0.0,0
42,49,37,-2.5,0
49,37,49,0.0,0
37,49,39,1.0,0
49,39,49,0.0,0
39,49,35,-2.0,0
49,35,49,0.0,0
35,49,34,-0.5,0
49,34,49,0.0,0
34,49,35,0.5,0
49,35,49,0.0,0
35,49,39,2.0,0
49,39,49,0.0,0
39,49,35,-2.0,0
49,35,49,0.0,0
35,49,42,3.5,0
49,42,49,0.0,0
42,49,39,-1.5,0
49,39,49,0.0,0
39,49,37,-1.0,0
49,37,49,0.0,0
37,49,34,-1.5,0
49,34,49,0.0,0
34,49,33,-0.5,0
49,33,49,0.0,0
33,49,34,0.5,0
49,34,49,0.0,0
34,49,37,1.5,0
49,37,49,0.0,0
37,49,34,-1.5,0
49,34,49,0.0,0
34,49,42,4.0,0
49,42,49,0.0,0
42,49,1,-20.5,0
49,1,3,-23.0,0
1,3,5,2.0,0
3,5,6,1.5,0
5,6,7,1.0,0
6,7,8,1.0,0
7,8,5,-1.0,0
8,5,6,-1.0,0
5,6,8,1.5,0
6,8,10,2.0,0
8,10,11,1.5,0
10,11,12,1.0,0
11,12,13,1.0,0
12,13,10,-1.0,0
13,10,11,-1.0,0
10,11,8,-1.0,0
11,8,5,-3.0,0
8,5,1,-3.5,0
5,1,6,0.5,0
1,6,1,0.0,0
0,1,2,1.0,0
1,2,3,1.0,0
2,3,0,-1.0,0
3,0,1,-1.0,0
0,1,3,1.5,0
1,3,5,2.0,0
3,5,6,1.5,0
5,6,7,1.0,0
6,7,8,1.0,0
7,8,5,-1.0,0
8,5,6,-1.0,0
5,6,3,-1.0,0
6,3,0,-3.0,0
17,25,42,12.5,0
25,42,42,8.5,0
42,42,36,-3.0,0
42,36,32,-5.0,0
36,32,52,8.0,0
32,52,52,10.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,52,0.0,0
52,52,54,1.0,0
52,54,50,-1.0,0
54,50,47,-3.5,0
50,47,44,-3.0,0
47,44,56,4.5,0
44,56,57,6.5,0
56,57,54,-1.0,0
57,54,50,-3.5,0
54,50,47,-3.5,0
50,47,44,-3.0,0
47,44,56,4.5,0
44,56,57,6.5,0
56,57,51,-2.5,0
57,51,47,-5.0,0
51,47,44,-3.5,0
47,44,41,-3.0,0
44,41,53,4.5,0
41,53,54,6.5,0
53,54,51,-1.0,0
54,51,47,-3.5,0
51,47,44,-3.5,0
47,44,41,-3.0,0
44,41,53,4.5,0
41,53,49,4.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,54,2.5,0
49,54,49,0.0,0
54,49,49,-2.5,0
49,49,49,0.0,0
49,49,42,-3.5,0
49,42,49,0.0,0
42,49,49,3.5,0
49,49,49,0.0,0
49,49,54,2.5,0
49,54,49,0.0,0
54,49,49,-2.5,0
49,49,49,0.0,0
49,49,42,-3.5,0
49,42,49,0.0,0
42,49,49,3.5,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,54,2.5,0
49,54,49,0.0,0
54,49,49,-2.5,0
49,49,49,0.0,0
49,49,42,-3.5,0
49,42,49,0.0,0
42,49,49,3.5,0
49,49,49,0.0,0
49,49,54,2.5,0
49,54,49,0.0,0
54,49,49,-2.5,0
49,49,49,0.0,0
49,49,42,-3.5,0
49,42,49,0.0,0
42,49,49,3.5,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,53,2.0,0
49,53,49,0.0,0
53,49,49,-2.0,0
49,49,49,0.0,0
49,49,41,-4.0,0
49,41,49,0.0,0
41,49,49,4.0,0
49,49,49,0.0,0
49,49,54,2.5,0
49,54,30,-9.5,0
54,30,33,-10.5,0
30,33,32,1.0,0
33,32,33,0.0,0
32,33,35,1.5,0
33,35,38,2.5,0
35,38,37,1.0,0
38,37,25,-6.5,0
37,25,27,-5.0,0
25,27,30,2.5,0
27,30,29,1.0,0
30,29,30,0.0,0
29,30,32,1.5,0
30,32,33,1.5,0
32,33,32,0.0,0
33,32,33,0.0,0
32,33,35,1.5,0
33,35,38,2.5,0
35,38,37,1.0,0
38,37,25,-6.5,0
37,25,27,-5.0,0
25,27,30,2.5,0
27,30,29,1.0,0
30,29,30,0.0,0
29,30,33,2.0,0
30,33,33,1.5,0
33,33,32,-0.5,0
33,32,33,0.0,0
32,33,35,1.5,0
33,35,38,2.5,0
35,38,37,1.0,0
38,37,6,-16.0,0
37,6,10,-13.5,0
6,10,3,-1.5,0
10,3,6,-2.0,0
3,6,12,4.5,0
6,12,15,4.5,0
12,15,20,4.0,0
15,20,15,0.0,0
20,15,20,0.0,0
3,6,12,4.5,0
6,12,15,4.5,0
12,15,20,4.0,0
15,20,15,0.0,0
20,15,20,0.0,0
4,8,13,4.5,0
8,13,16,4.0,0
13,16,20,3.5,0
16,20,16,0.0,0
20,16,20,0.0,0
4,8,13,4.5,0
8,13,16,4.0,0
13,16,20,3.5,0
16,20,16,0.0,0
20,16,20,0.0,0
3,6,12,4.5,0
6,12,15,4.5,0
12,15,20,4.0,0
15,20,15,0.0,0
20,15,20,0.0,0
3,6,12,4.5,0
6,12,15,4.5,0
12,15,20,4.0,0
15,20,15,0.0,0
20,15,20,0.0,0
5,8,13,4.0,0
8,13,20,6.0,0
13,20,13,0.0,0
20,13,20,0.0,0
13,20,1,-6.0,0
20,1,8,-6.0,0
1,8,17,8.0,0
8,17,20,6.0,0
17,20,25,4.0,0
20,25,32,6.0,0
25,32,25,0.0,0
32,25,32,0.0,0
1,3,4,1.5,0
4,3,0,-2.0,0
3,0,1,-1.0,0
0,1,1,0.5,0
1,1,1,0.0,0
1,1,0,-0.5,0
1,0,1,0.0,0
0,1,3,1.5,0
4,6,8,2.0,0
8,6,3,-2.5,0
6,3,4,-1.0,0
3,4,4,0.5,0
4,4,4,0.0,0
4,4,3,-0.5,0
4,3,4,0.0,0
3,4,13,5.0,0
4,13,1,-1.5,0
1,1,3,1.0,0
1,3,4,1.5,0
4,3,0,-2.0,0
3,0,1,-1.0,0
0,1,0,0.0,0
1,0,1,0.0,0
20,44,13,-3.5,0
44,13,42,-1.0,0
13,42,20,3.5,0
42,20,44,1.0,0
20,44,13,-3.5,0
44,13,42,-1.0,0
13,42,20,3.5,0
42,20,44,1.0,0
20,44,13,-3.5,0
44,13,42,-1.0,0
13,42,20,3.5,0
42,20,44,1.0,0
20,44,13,-3.5,0
44,13,42,-1.0,0
13,42,4,-4.5,0
42,4,11,-15.5,0
4,11,17,6.5,0
11,17,21,5.0,0
17,21,13,-2.0,0
21,13,20,-0.5,0
13,20,13,0.0,0
20,13,1,-9.5,0
13,1,9,-2.0,0
1,9,13,6.0,0
9,13,21,6.0,0
13,21,13,0.0,0
21,13,18,-1.5,0
13,18,13,0.0,0
18,13,1,-8.5,0
13,1,11,-1.0,0
1,11,17,8.0,0
11,17,21,5.0,0
17,21,13,-2.0,0
21,13,20,-0.5,0
13,20,13,0.0,0
20,13,1,-9.5,0
13,1,9,-2.0,0
1,9,13,6.0,0
9,13,21,6.0,0
13,21,13,0.0,0
21,13,18,-1.5,0
13,18,13,0.0,0
18,13,1,-8.5,0
13,1,11,-1.0,0
1,11,17,8.0,0
11,17,17,3.0,0
17,17,11,-3.0,0
17,11,1,-8.0,0
11,1,1,-5.0,0
1,1,9,4.0,0
1,9,18,8.5,0
9,18,18,4.5,0
18,18,9,-4.5,0
18,9,1,-8.5,0
9,1,1,-4.0,0
1,1,11,5.0,0
1,11,17,8.0,0
11,17,17,3.0,0
17,17,11,-3.0,0
17,11,1,-8.0,0
11,1,1,-5.0,0
1,1,9,4.0,0
1,9,18,8.5,0
9,18,18,4.5,0
18,18,9,-4.5,0
18,9,1,-8.5,0
9,1,8,-0.5,0
1,8,1,0.0,0
8,1,11,1.5,0
1,11,6,2.5,0
11,6,1,-5.0,0
6,1,6,0.0,0
1,6,8,3.5,0
6,8,1,-2.5,0
8,1,11,1.5,0
1,11,6,2.5,0
11,6,1,-5.0,0
6,1,6,0.0,0
1,6,8,3.5,0
6,8,1,-2.5,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,20,6.0,0
1,20,13,6.0,0
20,13,6,-7.0,0
13,6,1,-6.0,0
6,1,22,8.0,0
1,22,18,8.5,0
22,18,8,-7.0,0
18,8,1,-8.5,0
8,1,20,6.0,0
1,20,13,6.0,0
20,13,6,-7.0,0
13,6,1,-6.0,0
6,1,22,8.0,0
1,22,18,8.5,0
22,18,18,-2.0,0
18,18,13,-2.5,0
18,13,18,0.0,0
13,18,23,5.0,0
18,23,18,0.0,0
23,18,13,-5.0,0
18,13,18,0.0,0
13,18,22,4.5,0
18,22,18,0.0,0
22,18,13,-4.5,0
18,13,18,0.0,0
13,18,23,5.0,0
18,23,18,0.0,0
23,18,13,-5.0,0
18,13,18,0.0,0
13,18,22,4.5,0
18,22,8,-5.0,0
22,8,1,-10.5,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,25,9.5,0
1,25,8,3.5,0
25,8,1,-12.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,25,9.5,0
1,25,8,3.5,0
25,8,1,-12.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,3,-1.5,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,25,9.5,0
1,25,8,3.5,0
25,8,1,-12.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,25,9.5,0
1,25,18,8.5,0
25,18,13,-6.0,0
18,13,18,0.0,0
13,18,23,5.0,0
18,23,18,0.0,0
23,18,13,-5.0,0
18,13,18,0.0,0
13,18,22,4.5,0
18,22,18,0.0,0
22,18,13,-4.5,0
18,13,18,0.0,0
13,18,23,5.0,0
18,23,18,0.0,0
23,18,13,-5.0,0
18,13,18,0.0,0
13,18,22,4.5,0
18,22,8,-5.0,0
22,8,13,-4.5,0
8,13,13,2.5,0
13,13,10,-1.5,0
13,10,13,0.0,0
10,13,10,0.0,0
13,10,8,-2.5,0
10,8,13,1.5,0
8,13,8,0.0,0
13,8,13,0.0,0
8,13,10,1.0,0
13,10,13,0.0,0
10,13,10,0.0,0
13,10,13,0.0,0
10,13,8,-1.0,0
13,8,1,-6.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,3,-1.5,0
1,3,8,3.5,0
3,8,8,2.5,0
8,8,5,-1.5,0
8,5,8,0.0,0
5,8,5,0.0,0
8,5,3,-2.5,0
5,3,8,1.5,0
3,8,3,0.0,0
8,3,8,0.0,0
3,8,5,1.0,0
8,5,8,0.0,0
5,8,5,0.0,0
8,5,8,0.0,0
5,8,3,-1.0,0
1,8,1,0.0,0
8,1,25,8.5,0
1,25,6,2.5,0
25,6,1,-12.0,0
6,1,25,9.5,0
1,25,8,3.5,0
25,8,1,-12.0,0
8,1,25,8.5,0
1,25,6,2.5,0
25,6,1,-12.0,0
6,1,25,9.5,0
1,25,8,3.5,0
25,8,1,-12.0,0
8,1,25,8.5,0
1,25,37,18.0,0
25,37,6,-9.5,0
37,6,1,-18.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
8,1,8,0.0,0
1,8,1,0.0,0
8,1,6,-1.0,0
1,6,1,0.0,0
6,1,6,0.0,0
1,6,1,0.0,0
6,1,8,1.0,0
1,8,1,0.0,0
45,47,47,1.0,0
47,47,49,1.0,0
47,49,52,2.5,0
49,52,54,2.5,0
52,54,54,1.0,0
54,54,23,-15.5,0
54,23,42,-6.0,0
23,42,40,8.5,0
42,40,39,-1.5,0
40,39,40,0.0,0
39,40,36,-1.5,0
40,36,37,-1.5,0
36,37,39,1.5,0
37,39,40,1.5,0
39,40,42,1.5,0
40,42,44,2.0,0
42,44,45,1.5,0
44,45,32,-6.0,0
45,32,30,-7.5,0
32,30,22,-5.0,0
30,22,25,-2.5,0
22,25,18,-2.0,0
25,18,37,6.0,0
18,37,18,0.0,0
37,18,19,-9.0,0
18,19,20,1.0,0
19,20,21,1.0,0
20,21,20,0.0,0
21,20,20,-0.5,0
20,20,25,2.5,0
20,25,20,0.0,0
25,20,12,-6.5,0
20,12,15,-2.5,0
12,15,13,0.5,0
15,13,16,0.5,0
13,16,30,8.5,0
16,30,30,7.0,0
30,30,22,-4.0,0
30,22,25,-2.5,0
22,25,32,5.0,0
25,32,30,2.5,0
32,30,32,0.0,0
30,32,34,2.0,0
32,34,35,1.5,0
34,35,42,4.0,0
35,42,34,-0.5,0
42,34,37,-2.5,0
34,37,44,5.0,0
37,44,42,2.5,0
44,42,44,0.0,0
42,44,46,2.0,0
44,46,47,1.5,0
46,47,39,-3.5,0
47,39,37,-5.0,0
39,37,32,-3.5,0
37,32,34,-1.5,0
32,34,35,1.5,0
34,35,34,0.0,0
35,34,35,0.0,0
34,35,36,1.0,0
35,36,51,8.0,0
36,51,49,6.5,0
51,49,44,-3.5,0
49,44,46,-1.5,0
44,46,48,2.0,0
46,48,18,-14.0,0
48,18,19,-14.5,0
18,19,15,-1.5,0
19,15,18,-0.5,0
15,18,20,2.5,0
18,20,23,2.5,0
20,23,22,1.0,0
23,22,23,0.0,0
22,23,26,2.0,0
23,26,30,3.5,0
26,30,32,3.0,0
30,32,35,2.5,0
32,35,34,1.0,0
35,34,35,0.0,0
34,35,40,3.0,0
35,40,16,-9.5,0
40,16,18,-11.0,0
16,18,21,2.5,0
18,21,20,1.0,0
21,20,21,0.0,0
20,21,24,2.0,0
21,24,23,1.0,0
24,23,28,2.0,0
23,28,30,3.5,0
28,30,33,2.5,0
30,33,32,1.0,0
33,32,33,0.0,0
32,33,40,4.0,0
33,40,11,-11.0,0
40,11,12,-14.0,0
11,12,15,2.0,0
12,15,19,3.5,0
15,19,18,1.5,0
19,18,19,0.0,0
18,19,21,1.5,0
19,21,19,0.0,0
21,19,22,0.5,0
19,22,28,4.5,0
22,28,30,4.0,0
28,30,29,0.5,0
30,29,30,0.0,0
29,30,42,6.5,0
30,42,28,-1.0,0
42,28,28,-7.0,0
28,28,33,2.5,0
28,33,36,4.0,0
33,36,35,1.0,0
36,35,33,-1.5,0
35,33,36,0.5,0
33,36,31,-1.0,0
36,31,26,-5.0,0
31,26,31,0.0,0
26,31,36,5.0,0
31,36,28,-1.5,0
36,28,27,-4.5,0
28,27,27,-0.5,0
27,27,35,4.0,0
27,35,27,0.0,0
35,27,28,-3.5,0
27,28,28,0.5,0
28,28,30,1.0,0
28,30,33,2.5,0
30,33,36,3.0,0
33,36,47,7.0,0
36,47,43,3.5,0
47,43,38,-4.5,0
43,38,39,-2.0,0
38,39,40,1.0,0
39,40,39,0.0,0
40,39,39,-0.5,0
39,39,39,0.0,0
39,39,40,0.5,0
39,40,39,0.0,0
40,39,39,-0.5,0
39,39,40,0.5,0
39,40,42,1.5,0
40,42,40,0.0,0
42,40,42,0.0,0
40,42,23,-8.5,0
42,23,36,-3.0,0
23,36,39,8.0,0
36,39,24,-6.0,0
39,24,24,-7.5,0
24,24,27,1.5,0
24,27,28,2.0,0
27,28,28,0.5,0
28,28,29,0.5,0
28,29,45,8.5,0
29,45,26,-1.5,0
45,26,24,-10.5,0
26,24,52,13.0,0
24,52,17,-3.5,0
52,17,53,0.5,0
17,53,12,-2.5,0
53,12,55,1.0,0
12,55,16,2.0,0
55,16,17,-19.0,0
16,17,45,14.5,0
17,45,12,-2.5,0
45,12,35,-5.0,0
12,35,47,17.5,0
35,47,28,-3.5,0
47,28,29,-9.0,0
28,29,45,8.5,0
29,45,26,-1.5,0
45,26,24,-10.5,0
26,24,52,13.0,0
24,52,17,-3.5,0
52,17,53,0.5,0
17,53,12,-2.5,0
53,12,55,1.0,0
12,55,16,2.0,0
55,16,17,-19.0,0
16,17,45,14.5,0
17,45,12,-2.5,0
45,12,47,1.0,0
12,47,47,17.5,0
33,35,39,3.0,0
35,39,40,2.5,0
13,15,16,1.5,0
15,16,18,1.5,0
16,18,20,2.0,0
18,20,8,-5.0,0
20,8,9,-5.5,0
8,9,11,1.5,0
9,11,21,6.0,0
11,21,9,-1.0,0
21,9,11,-5.0,0
9,11,13,2.0,0
11,13,15,2.0,0
13,15,16,1.5,0
15,16,18,1.5,0
16,18,20,2.0,0
18,20,4,-7.0,0
15,18,16,0.5,0
13,15,17,2.0,0
15,17,18,1.5,0
17,18,1,-8.0,0
18,1,23,2.5,0
1,23,13,6.0,0
23,13,17,-3.0,0
13,17,20,3.5,0
13,13,14,0.5,0
13,14,13,0.0,0
14,13,13,-0.5,0
13,13,14,0.5,0
13,14,6,-3.5,0
14,6,6,-4.0,0
6,6,21,7.5,0
6,21,20,7.0,0
21,20,18,-1.5,0
20,18,16,-2.0,0
18,16,15,-1.5,0
16,15,16,0.0,0
15,16,18,1.5,0
16,18,13,-1.5,0
18,13,12,-3.0,0
13,12,15,1.0,0
12,15,14,1.0,0
15,14,13,-1.0,0
14,13,10,-2.0,0
13,10,7,-3.0,0
10,7,6,-2.0,0
7,6,8,0.5,0
6,8,11,2.5,0
8,11,6,-1.0,0
11,6,9,-1.0,0
6,9,4,-1.0,0
13,15,17,2.0,0
15,17,18,1.5,0
17,18,1,-8.0,0
18,1,17,-0.5,0
1,17,20,9.5,0
17,20,23,3.0,0
20,23,13,-3.5,0
23,13,18,-2.5,0
16,15,16,0.0,0
15,16,18,1.5,0
16,18,1,-7.5,0
18,1,0,-9.0,0
1,0,32,15.5,0
0,32,35,17.5,0
32,35,33,0.5,0
35,33,35,0.0,0
33,35,32,-0.5,0
35,32,35,0.0,0
32,35,33,0.5,0
35,33,35,0.0,0
33,35,28,-2.5,0
35,28,28,-3.5,0
28,28,32,2.0,0
28,32,35,3.5,0
32,35,33,0.5,0
35,33,35,0.0,0
33,35,32,-0.5,0
35,32,35,0.0,0
32,35,33,0.5,0
35,33,35,0.0,0
33,35,28,-2.5,0
35,28,28,-3.5,0
2,2,0,-1.0,0
8,4,8,0.0,0
9,4,9,0.0,0
7,1,0,-3.5,0
4,1,0,-2.0,0
9,16,21,6.0,0
16,21,4,-6.0,0
21,4,16,-2.5,0
4,16,20,8.0,0
16,20,21,2.5,0
20,21,20,0.0,0
21,20,9,-6.0,0
20,9,16,-2.0,0
9,16,21,6.0,0
16,21,9,-3.5,0
21,9,16,-2.5,0
9,16,21,6.0,0
16,21,21,2.5,0
21,21,21,0.0,0
21,21,7,-7.0,0
21,7,19,-1.0,0
7,19,7,0.0,0
19,7,19,0.0,0
7,19,19,6.0,0
19,19,19,0.0,0
19,19,12,-3.5,0
19,12,16,-1.5,0
12,16,19,3.5,0
16,19,12,-2.0,0
19,12,16,-1.5,0
12,16,19,3.5,0
16,19,19,1.5,0
19,19,19,0.0,0
19,19,12,-3.5,0
19,12,22,1.5,0
12,22,12,0.0,0
22,12,22,0.0,0
12,22,22,5.0,0
22,22,22,0.0,0
22,22,9,-6.5,0
22,9,21,-0.5,0
9,21,9,0.0,0
21,9,21,0.0,0
9,21,17,4.0,0
21,17,21,0.0,0
